poblacion,provincia,edad,genero,grupo_edad,vivienda,horario_laboral,experiencia_animales,tiempo_disponible,tipo_animal,devuelto,perfil_adoptante,apto,lat,lon,the_geom,display_name,geocode_resolution
Madrid,madrid,30,Hombre,25–34,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Torremontalbo,rioja,39,Mujer,35–44,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,42.5011722,-2.6852289,POINT(-2.6852289 42.5011722),"Torremontalbo, La Rioja, España",locality
Oviedo,asturias,34,Mujer,25–34,Piso,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,43.3618625,-5.8483581,POINT(-5.8483581 43.3618625),"Oviedo, Asturias, España",locality
Madrid,madrid,50,Hombre,45–54,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Ciempozuelos,madrid,34,Hombre,25–34,Piso,Jornada Completa,Baja,>5h,perro,no,Adulto experimentado,Sí,40.1580087,-3.6205514,POINT(-3.6205514 40.1580087),"Ciempozuelos, Comunidad de Madrid, 28350, España",locality
Borox,toledo,55,Mujer,55–64,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.06967,-3.7411508,POINT(-3.7411508 40.06967),"Borox, Toledo, Castilla-La Mancha, 45222, España",locality
Torrejon De Ardoz,madrid,44,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4587767,-3.4793343,POINT(-3.4793343 40.4587767),"Torrejón de Ardoz, Comunidad de Madrid, España",locality
Toledo,toledo,26,Hombre,25–34,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Joven urbano,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,26,Hombre,25–34,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
El Viso De San Juan,toledo,35,Hombre,35–44,Piso,Jornada Completa,Media,>5h,perro,si,No apto,No,40.1437727,-3.9206116,POINT(-3.9206116 40.1437727),"El Viso de San Juan, Toledo, Castilla-La Mancha, 45215, España",locality
Fuenlabrada,madrid,35,Mujer,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Santa Cruz De La Zarza,toledo,18,Mujer,18–24,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,39.9812739,-3.1886386,POINT(-3.1886386 39.9812739),"Santa Cruz de la Zarza, Toledo, Castilla-La Mancha, 45370, España",locality
Illescas,toledo,40,Hombre,35–44,Piso,Jornada Parcial (Manana),Baja,<1–2h,perro,no,No apto,No,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Getafe,madrid,40,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Olias Del Rey,toledo,32,Mujer,25–34,Vivienda compartida,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.9447357,-3.9872516,POINT(-3.9872516 39.9447357),"Olías del Rey, Toledo, Castilla-La Mancha, 45280, España",locality
Badajoz,badajoz,27,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,38.878187,-6.9701115,POINT(-6.9701115 38.878187),"Badajoz, Tierra de Badajoz, Badajoz, Extremadura, España",locality
Madrid,madrid,56,Mujer,55–64,Piso,Jornada Completa,Baja,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Galvez,toledo,42,Hombre,35–44,Casa/Chalet,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.7005585,-4.2737085,POINT(-4.2737085 39.7005585),"Gálvez, Toledo, Castilla-La Mancha, España",locality
Mostoles,madrid,43,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Toledo,toledo,22,Hombre,18–24,Vivienda compartida,Turno Rotativo,Alta,<1–2h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Torrijos,toledo,34,Mujer,25–34,Vivienda compartida,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.9811627,-4.2805629,POINT(-4.2805629 39.9811627),"Torrijos, Toledo, Castilla-La Mancha, 45500, España",locality
El Berrueco,madrid,45,Mujer,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.8889705,-3.5614344,POINT(-3.5614344 40.8889705),"El Berrueco, Comunidad de Madrid, 28192, España",locality
Madrid,madrid,29,Hombre,25–34,Piso,Jornada Completa,Media,>5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Puertollano,ciudad real,38,Hombre,35–44,Casa/Chalet,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,38.6852161,-4.1111749,POINT(-4.1111749 38.6852161),"Puertollano, Ciudad Real, Castilla-La Mancha, 13500, España",locality
Aranjuez,madrid,38,Hombre,35–44,Piso,Turno Rotativo,Alta,>5h,perro,no,Adulto experimentado,Sí,40.03221,-3.6039604,POINT(-3.6039604 40.03221),"Aranjuez, Comunidad de Madrid, 28300, España",locality
Barcelona,barcelona,33,Hombre,25–34,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,si,No apto,No,41.3825802,2.177073,POINT(2.177073 41.3825802),"Barcelona, Barcelonés, Barcelona, Cataluña, España",locality
Fontanar,guadalajara,24,Mujer,18–24,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,40.7260993,-3.1755311,POINT(-3.1755311 40.7260993),"Fontanar, Guadalajara, Castilla-La Mancha, España",locality
Madrid,madrid,39,Hombre,35–44,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Chiloeches,guadalajara,35,Hombre,35–44,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.5732118,-3.1627206,POINT(-3.1627206 40.5732118),"Chiloeches, Guadalajara, Castilla-La Mancha, 19163, España",locality
Ventas Con Pena Aguilera,toledo,58,Mujer,55–64,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,39.6103974,-4.2302891,POINT(-4.2302891 39.6103974),"Las Ventas con Peña Aguilera, Toledo, Castilla-La Mancha, España",locality
Aranjuez,madrid,21,Hombre,18–24,Piso,Jornada Parcial (Manana),Media,<1–2h,perro,no,Adulto experimentado,Sí,40.03221,-3.6039604,POINT(-3.6039604 40.03221),"Aranjuez, Comunidad de Madrid, 28300, España",locality
Leganes,madrid,46,Hombre,45–54,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Seva,barcelona,44,Mujer,35–44,Vivienda compartida,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,41.8361292,2.2835441,POINT(2.2835441 41.8361292),"Seva, Osona, Barcelona, Cataluña, 08554, España",locality
Quismondo,toledo,38,Mujer,35–44,Piso,Jornada Completa,Media,>5h,perro,si,No apto,No,40.1056113,-4.3243085,POINT(-4.3243085 40.1056113),"Quismondo, Toledo, Castilla-La Mancha, España",locality
El Vendrell,tarragona,37,Hombre,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,41.2199677,1.5348566,POINT(1.5348566 41.2199677),"El Vendrell, Bajo Panadés, Tarragona, Cataluña, España",locality
Las Presas,cantabria,20,Mujer,18–24,Vivienda compartida,Jornada Completa,Media,>5h,perro,no,Joven urbano,Sí,43.4339493,-3.8602118,POINT(-3.8602118 43.4339493),"Las Presas, Muriedas-Herrera, Muriedas, Camargo, Cantabria, 39600, España",locality
Luxemburgo,luxemburgo,31,Mujer,25–34,Vivienda compartida,Sin Empleo,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4504444,-3.7733683,POINT(-3.7733683 40.4504444),"Calle Rosa Luxemburgo, Rosa de Luxemburgo, Moncloa-Aravaca, Madrid, Comunidad de Madrid, 28023, España",locality
Madrid,madrid,38,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Aldea Del Fresno,madrid,37,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3215212,-4.19936,POINT(-4.19936 40.3215212),"Aldea del Fresno, Comunidad de Madrid, 28620, España",locality
Madrid,madrid,51,Hombre,45–54,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Chozas De Canales,toledo,39,Hombre,35–44,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.0994053,-4.0438492,POINT(-4.0438492 40.0994053),"Chozas de Canales, Toledo, Castilla-La Mancha, 45960, España",locality
Olias Del Rey,toledo,24,Hombre,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,39.9447357,-3.9872516,POINT(-3.9872516 39.9447357),"Olías del Rey, Toledo, Castilla-La Mancha, 45280, España",locality
Madrid,madrid,34,Hombre,25–34,Piso,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,41,Hombre,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Alcorcon,madrid,36,Hombre,35–44,Piso,Turno Rotativo,Media,>5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Madrid,madrid,37,Hombre,35–44,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,28,Hombre,25–34,Piso,Turno Rotativo,Media,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Valdemoro,madrid,33,Hombre,25–34,Piso,Jornada Completa,Baja,<1–2h,perro,no,No apto,No,40.1888604,-3.67143,POINT(-3.67143 40.1888604),"Valdemoro, Comunidad de Madrid, España",locality
Valencia,valencia,26,Mujer,25–34,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,si,No apto,No,39.4697065,-0.3763353,POINT(-0.3763353 39.4697065),"Valencia, Comarca de Valencia, Valencia, Comunidad Valenciana, España",locality
Madrid,madrid,32,Mujer,25–34,Piso,Jornada Parcial (Tarde),Media,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Arroyomolinos,madrid,43,Hombre,35–44,Atico,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.2729225,-3.9157978,POINT(-3.9157978 40.2729225),"Arroyomolinos, Comunidad de Madrid, 28939, España",locality
Alemania,alemania,29,Hombre,25–34,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,39.8836314,-4.0332465,POINT(-4.0332465 39.8836314),"Alemania (Esq. Reino Unido), Calle de Alemania, Tres Culturas, Toledo, Castilla-La Mancha, 45005, España",locality
Bargas,toledo,26,Mujer,25–34,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
Camarma De Esteruelas,madrid,37,Mujer,35–44,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.5497252,-3.3785043,POINT(-3.3785043 40.5497252),"Camarma de Esteruelas, Comunidad de Madrid, 28816, España",locality
Madrid,madrid,25,Mujer,25–34,Piso,Sin Empleo,Media,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Toledo,toledo,22,Mujer,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
San Agustin Del Guadalix,madrid,40,Hombre,35–44,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.6793548,-3.6160273,POINT(-3.6160273 40.6793548),"San Agustín del Guadalix, Comunidad de Madrid, España",locality
Aranjuez,madrid,35,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,gato,no,Adulto experimentado,Sí,40.03221,-3.6039604,POINT(-3.6039604 40.03221),"Aranjuez, Comunidad de Madrid, 28300, España",locality
Toledo,toledo,23,Mujer,18–24,Vivienda compartida,Jornada Completa,Media,2–5h,gato,no,Joven urbano,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,33,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,20,Hombre,18–24,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,22,Mujer,18–24,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Toledo,toledo,60,Hombre,55–64,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Mostoles,madrid,49,Hombre,45–54,Piso,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Madrid,madrid,49,Hombre,45–54,Piso,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Toledo,toledo,23,Mujer,18–24,Casa/Chalet,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Azuqueca De Henares,guadalajara,30,Mujer,25–34,Vivienda compartida,Turno Rotativo,Media,2–5h,perro,no,Joven urbano,Sí,40.5683808,-3.2627134,POINT(-3.2627134 40.5683808),"Azuqueca de Henares, Guadalajara, Castilla-La Mancha, 19200, España",locality
Madrid,madrid,26,Mujer,25–34,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Pantoja,toledo,32,Mujer,25–34,Casa/Chalet,Jornada Parcial (Tarde),Baja,<1–2h,gato,no,No apto,No,40.0454287,-3.8354787,POINT(-3.8354787 40.0454287),"Pantoja, Toledo, Castilla-La Mancha, 45290, España",locality
Villaviciosa De Odon,madrid,37,Mujer,35–44,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.3573787,-3.9002334,POINT(-3.9002334 40.3573787),"Villaviciosa de Odón, Comunidad de Madrid, 28670, España",locality
Ugena,toledo,30,Hombre,25–34,Piso,Jornada Parcial (Manana),Alta,2–5h,perro,no,Joven urbano,Sí,40.1574161,-3.8766994,POINT(-3.8766994 40.1574161),"Ugena, Toledo, Castilla-La Mancha, 45217, España",locality
Madrid,madrid,49,Mujer,45–54,Casa/Chalet,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Las Rozas,madrid,25,Mujer,25–34,Piso,Turno Rotativo,Baja,2–5h,perro,no,Joven urbano,Sí,40.4942937,-3.867936,POINT(-3.867936 40.4942937),"Las Rozas, Calle San Sebastián, Urbanización El Coto, Las Rozas de Madrid, Comunidad de Madrid, 28231, España",locality
Consuegra,toledo,36,Mujer,35–44,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Adulto experimentado,Sí,39.460918,-3.6070786,POINT(-3.6070786 39.460918),"Consuegra, Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,19,Mujer,18–24,Piso,Jornada Parcial (Manana),Baja,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,30,Hombre,25–34,Casa/Chalet,Jornada Completa,Baja,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,35,Hombre,35–44,Piso,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Collado Villalba,madrid,58,Mujer,55–64,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.6483467,-3.9819765,POINT(-3.9819765 40.6483467),"Collado Villalba, Comunidad de Madrid, 28400, España",locality
Madrid,madrid,25,Hombre,25–34,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Alcorcon,madrid,34,Hombre,25–34,Casa/Chalet,Jornada Completa,Media,2–5h,gato,si,No apto,No,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcorcon,madrid,34,Hombre,25–34,Piso,Turno Rotativo,Media,2–5h,gato,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Toledo,toledo,58,Hombre,55–64,Casa/Chalet,Jornada Completa,Media,>5h,gato,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Cobena,madrid,44,Mujer,35–44,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.5676083,-3.5048565,POINT(-3.5048565 40.5676083),"Cobeña, Comunidad de Madrid, 28863, España",locality
Madrid,madrid,29,Mujer,25–34,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Murcia,murcia,18,Mujer,18–24,Atico,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,37.9923795,-1.1305431,POINT(-1.1305431 37.9923795),"Murcia, Área Metropolitana de Murcia, Región de Murcia, España",locality
Almorox,toledo,30,Hombre,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.2330255,-4.3889347,POINT(-4.3889347 40.2330255),"Almorox, Toledo, Castilla-La Mancha, 45900, España",locality
